Company Name,Sector,Market Share (%),Stock Price ($),Revenue (M$),Profit Margin (%),VC Funding (M$),Mergers & Acquisitions,Growth Rate (%)
AI Ventures,FinTech,5.22,148.99,41959.21,-6.49,407.8,10,17.56
AI Ventures,E-Commerce,5.59,444.29,10956.46,13.25,200.38,2,10.89
EcomNext,FinTech,3.49,902.39,16903.06,24.64,309.8,10,9.29
EcomNext,Artificial Intelligence,2.21,1334.79,6645.88,-5.74,228.32,1,3.59
InnoSoft,E-Commerce,31.52,79.51,42666.62,1.74,409.26,8,18.26
AI Ventures,E-Commerce,9.83,516.88,26216.01,20.86,36.72,1,5.87
AI Ventures,Cybersecurity,8.98,1172.96,13592.88,7.39,134.81,3,15.45
AI Ventures,Artificial Intelligence,11.61,276.1,5740.93,4.73,40.43,5,2.83
InnoSoft,Cybersecurity,36.41,141.63,27705.05,7.29,462.44,10,8.45
EcomNext,Cybersecurity,21.3,781.65,14950.79,21.52,88.16,10,19.79
TechCorp,FinTech,3.17,860.39,24302.88,5.13,406.12,3,5.75
CloudX,E-Commerce,6.93,52.48,29794.14,24.6,50.54,2,5.59
QuantumLeap,Cloud Computing,15.12,457.56,18368.5,-2.6,422.08,2,11.03
TechCorp,Cybersecurity,12.6,173.4,49491.12,17.61,476.01,1,11.47
CloudX,Artificial Intelligence,27.31,1282.76,23446.87,24.26,351.59,3,8.26
EcomNext,Artificial Intelligence,15.37,1053.65,12460.86,-2.41,443.71,10,1.47
AI Ventures,Cybersecurity,8.82,901.79,48247.92,26.34,76.81,10,17.99
AI Ventures,Artificial Intelligence,10.54,1472.75,18275.68,-4.38,226.5,9,15.72
QuantumLeap,FinTech,15.94,92.35,48282.62,5.82,157.58,0,1.29
TechCorp,Cybersecurity,32.0,850.63,20979.69,11.39,467.32,9,16.74
TechCorp,Artificial Intelligence,6.66,434.43,10060.11,-8.42,144.44,9,1.66
TechCorp,Cloud Computing,24.99,614.91,5543.0,9.67,198.88,3,2.42
TechCorp,Artificial Intelligence,14.42,1449.46,25757.04,-1.65,80.03,6,13.06
AI Ventures,Cloud Computing,9.9,282.74,15303.13,-7.41,159.08,5,10.68
QuantumLeap,FinTech,26.46,84.27,2999.0,1.6,455.29,1,15.19
QuantumLeap,FinTech,33.49,919.97,21656.86,4.22,421.78,2,16.42
CloudX,FinTech,26.29,692.59,22215.07,18.5,258.48,1,14.82
AI Ventures,FinTech,33.4,870.69,20255.3,18.59,52.86,0,16.18
TechCorp,E-Commerce,9.56,593.6,43702.82,7.29,381.15,10,8.53
TechCorp,FinTech,35.67,1174.99,9708.72,6.7,261.84,8,1.09
QuantumLeap,E-Commerce,30.97,1098.91,33514.71,-4.62,68.21,7,14.96
TechCorp,Artificial Intelligence,11.42,1467.07,27575.15,9.91,99.53,0,17.75
QuantumLeap,E-Commerce,37.05,1456.64,39677.94,7.06,72.66,9,6.41
EcomNext,Cybersecurity,31.9,704.74,24000.04,10.32,403.05,4,9.8
InnoSoft,Cybersecurity,20.17,1024.18,2063.16,18.84,418.85,4,13.47
EcomNext,E-Commerce,26.89,1026.45,770.64,11.81,199.54,2,16.76
InnoSoft,FinTech,9.01,991.21,507.86,25.81,113.73,7,9.04
QuantumLeap,FinTech,33.79,566.12,1705.98,26.08,211.87,6,8.72
TechCorp,Cybersecurity,16.79,1418.01,41175.52,26.35,451.36,6,7.11
TechCorp,FinTech,14.95,417.01,39256.65,22.23,48.48,3,13.31
QuantumLeap,E-Commerce,15.42,916.61,32296.77,-9.11,340.58,3,11.37
AI Ventures,E-Commerce,2.61,663.7,40042.1,3.47,7.92,8,15.94
TechCorp,Artificial Intelligence,20.25,1048.15,42021.4,-9.09,130.15,9,9.89
EcomNext,Cloud Computing,29.87,931.12,18893.17,0.72,457.51,7,3.01
InnoSoft,Artificial Intelligence,26.21,1460.96,28909.54,6.58,452.32,10,3.29
QuantumLeap,E-Commerce,34.39,1071.76,20116.62,29.22,70.37,5,14.55
TechCorp,E-Commerce,32.66,623.14,38209.86,18.63,324.43,1,2.19
AI Ventures,Cloud Computing,37.49,1289.81,5465.85,11.8,184.52,3,17.87
InnoSoft,Cloud Computing,3.78,1402.77,49328.07,-9.77,216.45,2,11.08
CloudX,Cloud Computing,23.52,126.54,2583.14,1.31,492.17,6,6.61
AI Ventures,Cloud Computing,12.92,422.07,37924.56,6.65,320.67,8,8.89
CloudX,FinTech,10.24,586.15,1486.39,-4.61,204.82,1,19.2
QuantumLeap,Cybersecurity,12.59,920.84,44744.84,8.71,325.94,0,11.47
TechCorp,Cybersecurity,35.44,1007.01,19708.8,-7.45,66.42,1,8.63
CloudX,Cybersecurity,19.59,236.96,45116.02,5.15,123.8,5,12.68
InnoSoft,Artificial Intelligence,5.04,955.52,22764.89,27.42,39.49,6,1.97
EcomNext,Artificial Intelligence,24.91,265.2,49258.66,24.43,126.67,2,8.13
EcomNext,Artificial Intelligence,10.12,64.4,24921.4,17.19,260.64,5,4.29
EcomNext,E-Commerce,16.73,661.4,46428.38,-6.12,76.93,9,5.84
TechCorp,Cloud Computing,25.94,1254.79,35830.79,8.2,412.87,6,14.7
QuantumLeap,E-Commerce,3.75,303.79,834.13,4.43,122.68,6,13.22
EcomNext,FinTech,23.58,375.47,42686.33,20.0,480.43,7,9.98
TechCorp,Artificial Intelligence,22.55,501.17,1018.61,22.45,142.67,0,2.27
QuantumLeap,Artificial Intelligence,20.33,892.03,17968.51,25.8,329.68,8,11.35
CloudX,Cybersecurity,32.44,1160.98,34769.77,12.82,22.85,4,9.21
EcomNext,E-Commerce,14.37,1234.31,48803.71,13.54,325.61,6,8.92
EcomNext,Artificial Intelligence,10.95,308.81,2728.48,11.14,88.11,1,8.11
EcomNext,Cybersecurity,20.75,90.57,16236.12,-3.63,284.9,0,15.3
CloudX,E-Commerce,8.31,1052.58,36912.57,-7.34,88.66,5,4.46
QuantumLeap,E-Commerce,7.38,228.43,35651.56,9.48,465.95,10,7.72
EcomNext,E-Commerce,37.43,498.37,18969.84,11.61,314.46,10,15.38
QuantumLeap,Artificial Intelligence,37.54,1437.43,27471.43,-1.79,94.09,0,3.51
TechCorp,E-Commerce,30.36,1034.39,10316.27,16.69,416.7,1,7.86
EcomNext,E-Commerce,8.58,1102.1,1726.78,1.23,282.85,2,11.38
EcomNext,Cloud Computing,29.45,502.73,45746.13,18.69,49.53,7,3.03
TechCorp,Cybersecurity,18.68,863.21,10359.04,5.69,137.31,7,17.28
InnoSoft,E-Commerce,21.82,1016.33,43115.44,18.03,266.48,4,15.24
EcomNext,E-Commerce,18.47,1369.56,5669.08,-6.32,471.82,3,15.29
EcomNext,Cloud Computing,17.88,1084.62,17466.39,6.74,121.03,5,15.06
EcomNext,Cybersecurity,4.76,353.17,27374.82,2.8,92.29,3,16.89
EcomNext,E-Commerce,14.5,768.41,33869.51,7.29,404.91,10,15.72
AI Ventures,E-Commerce,37.65,84.1,10855.89,11.94,458.07,3,5.1
AI Ventures,Cloud Computing,4.31,976.4,44813.44,9.77,132.66,7,18.57
EcomNext,Artificial Intelligence,4.24,280.95,22190.18,24.84,51.14,4,3.81
InnoSoft,FinTech,3.65,1491.99,9365.81,4.45,109.62,8,3.73
QuantumLeap,Artificial Intelligence,19.53,799.67,9510.34,26.0,38.91,2,9.46
AI Ventures,Cybersecurity,31.32,1137.42,49603.46,8.25,362.56,1,12.27
AI Ventures,Cloud Computing,39.39,1191.89,49311.32,22.33,345.54,7,13.31
TechCorp,Cloud Computing,19.2,1136.76,33773.87,27.51,22.29,0,12.07
AI Ventures,Cybersecurity,12.02,1280.23,43039.55,24.02,105.29,8,11.99
InnoSoft,Artificial Intelligence,35.94,1231.54,49080.65,16.66,122.23,0,9.02
TechCorp,E-Commerce,22.53,419.31,21860.06,15.01,498.1,6,18.47
TechCorp,Cybersecurity,37.26,541.77,10079.81,26.13,308.89,7,17.08
CloudX,Cloud Computing,14.32,839.63,8111.95,23.1,447.54,4,16.29
EcomNext,E-Commerce,24.92,851.54,38055.76,17.94,379.66,10,19.38
QuantumLeap,FinTech,25.17,120.83,39056.4,2.41,396.41,6,13.4
AI Ventures,Cybersecurity,8.82,1392.5,39512.16,15.75,456.09,6,3.31
TechCorp,E-Commerce,3.02,1455.88,25958.24,18.84,322.84,1,17.27
InnoSoft,Cybersecurity,30.68,1190.07,9466.5,11.05,240.41,8,7.61
TechCorp,E-Commerce,4.31,93.72,734.6,-1.64,89.0,8,12.48
CloudX,Cybersecurity,18.88,180.58,11566.91,14.14,257.51,0,17.5
AI Ventures,FinTech,30.85,1493.1,45553.36,-2.82,429.41,6,3.83
QuantumLeap,FinTech,2.82,163.1,17328.07,25.24,396.36,10,15.48
TechCorp,FinTech,27.25,1276.19,5705.38,15.8,425.93,2,17.3
AI Ventures,Cloud Computing,35.75,877.72,29660.95,-5.72,6.04,2,14.43
QuantumLeap,E-Commerce,35.03,1422.07,21133.54,17.16,445.58,6,9.6
InnoSoft,FinTech,5.74,236.28,13228.25,-3.37,461.74,6,2.1
InnoSoft,Cloud Computing,32.61,682.66,5240.51,12.82,359.01,3,10.8
InnoSoft,FinTech,11.32,616.09,2301.56,-7.4,111.75,2,8.81
AI Ventures,FinTech,34.7,369.66,15763.06,26.52,214.5,3,17.45
QuantumLeap,Artificial Intelligence,25.99,1469.06,49509.03,24.81,364.2,9,3.98
InnoSoft,E-Commerce,23.95,557.98,38532.83,29.38,46.82,0,11.76
TechCorp,Artificial Intelligence,23.73,219.82,3104.4,-3.87,5.92,5,3.48
EcomNext,FinTech,39.9,458.13,32569.54,2.28,490.75,10,5.98
QuantumLeap,Cloud Computing,38.75,1025.19,4998.2,28.76,149.65,4,19.64
InnoSoft,Cybersecurity,3.12,409.72,21127.91,8.76,156.99,3,16.9
TechCorp,FinTech,28.88,633.05,35324.16,28.83,222.58,8,4.62
EcomNext,Cybersecurity,5.53,360.9,6432.94,23.06,449.73,4,8.83
AI Ventures,E-Commerce,21.55,876.51,33909.85,4.76,266.59,8,6.62
TechCorp,Cloud Computing,25.68,1021.91,14538.58,10.77,82.43,2,11.97
QuantumLeap,Artificial Intelligence,31.83,432.72,10224.39,-4.47,84.1,10,17.48
AI Ventures,FinTech,20.3,647.54,29786.96,7.48,26.13,5,11.52
CloudX,E-Commerce,23.13,1208.72,1052.71,10.09,212.0,9,13.48
EcomNext,Cybersecurity,7.17,900.46,10123.07,7.73,235.31,2,1.98
AI Ventures,Cybersecurity,11.07,977.01,17329.19,26.98,263.82,2,1.54
EcomNext,Cloud Computing,9.56,1475.59,35552.92,2.44,184.18,0,3.98
InnoSoft,Cybersecurity,2.97,1071.65,4542.79,-3.56,177.56,2,14.06
CloudX,Cloud Computing,5.84,1155.2,10988.27,24.18,403.41,5,1.87
InnoSoft,E-Commerce,12.59,1262.53,20753.12,9.9,233.61,4,10.48
CloudX,Artificial Intelligence,19.97,1473.18,21841.58,21.25,183.97,6,4.69
TechCorp,Cybersecurity,12.36,884.91,7180.84,1.37,28.45,2,9.1
TechCorp,Artificial Intelligence,25.3,619.49,33680.55,28.28,315.31,9,12.38
AI Ventures,Cybersecurity,33.54,616.93,37731.58,9.65,456.4,5,15.42
QuantumLeap,FinTech,4.21,254.42,7834.99,18.58,105.44,6,12.59
AI Ventures,Cloud Computing,20.78,1446.61,15654.09,18.92,445.62,3,3.47
EcomNext,E-Commerce,38.65,126.11,40129.36,9.99,149.11,4,17.87
AI Ventures,Cloud Computing,4.47,264.97,41683.81,5.85,340.14,1,2.42
CloudX,E-Commerce,29.92,537.44,19806.0,3.17,136.23,4,7.45
TechCorp,Cloud Computing,39.0,1476.1,41083.59,29.63,34.32,3,13.85
InnoSoft,Cybersecurity,20.78,433.63,26973.45,29.47,451.08,9,1.22
AI Ventures,Artificial Intelligence,28.7,457.1,13575.09,-4.18,135.0,8,5.04
EcomNext,FinTech,4.45,406.21,28808.14,5.24,498.13,8,13.83
CloudX,E-Commerce,8.74,98.21,22232.37,27.02,474.13,6,2.14
InnoSoft,E-Commerce,22.41,981.3,12921.51,12.56,194.66,8,15.62
InnoSoft,Cloud Computing,15.77,1445.51,19757.15,11.11,211.23,6,7.87
QuantumLeap,Artificial Intelligence,38.76,333.58,31981.48,17.66,433.48,0,15.2
CloudX,Cybersecurity,9.34,154.62,12708.43,-1.79,255.15,7,15.35
InnoSoft,Cybersecurity,27.4,687.15,43718.63,20.93,29.14,6,7.95
InnoSoft,Cybersecurity,10.08,1435.98,35543.2,17.31,430.95,1,2.49
AI Ventures,Cloud Computing,24.67,367.39,30296.03,11.8,456.78,5,5.8
QuantumLeap,E-Commerce,18.64,1154.13,9984.68,26.68,299.11,4,6.41
EcomNext,Cybersecurity,35.8,979.77,31650.58,1.15,383.31,4,17.7
AI Ventures,Artificial Intelligence,38.7,1029.16,43922.36,26.81,38.58,7,2.67
CloudX,Cloud Computing,11.51,1449.62,49033.34,20.07,158.01,3,19.58
CloudX,E-Commerce,24.1,1250.25,10944.84,-9.23,485.45,5,16.92
TechCorp,FinTech,31.5,389.6,36825.25,-7.29,446.99,9,4.54
TechCorp,Cybersecurity,34.9,963.11,14137.02,28.49,464.69,7,12.0
InnoSoft,Cybersecurity,29.05,215.53,16532.16,5.72,253.59,2,17.9
AI Ventures,E-Commerce,23.27,1364.78,40070.1,23.45,121.53,3,15.22
CloudX,Cybersecurity,10.01,1073.88,17321.33,-5.93,459.86,8,6.35
AI Ventures,Artificial Intelligence,31.4,274.09,28215.09,-1.29,219.88,0,9.49
AI Ventures,Cloud Computing,28.11,997.93,33388.33,25.99,310.2,8,14.95
CloudX,E-Commerce,32.37,130.01,12377.84,16.68,139.63,7,18.92
QuantumLeap,Artificial Intelligence,28.69,917.8,41765.01,24.13,345.15,3,19.77
EcomNext,Cloud Computing,30.27,232.55,29080.44,22.47,171.58,0,3.48
AI Ventures,E-Commerce,26.46,1009.46,33993.98,27.14,390.32,6,17.81
QuantumLeap,Cloud Computing,18.42,400.17,38049.69,5.71,202.3,0,1.91
QuantumLeap,FinTech,12.01,689.68,23547.48,24.33,353.31,6,2.12
CloudX,E-Commerce,19.85,766.44,27488.61,11.73,241.26,9,17.38
AI Ventures,E-Commerce,23.96,1225.04,41982.47,-3.26,57.09,0,13.84
EcomNext,E-Commerce,38.36,1396.38,5095.45,2.01,56.62,3,14.3
QuantumLeap,FinTech,38.12,1176.83,6745.75,23.19,471.37,4,4.15
EcomNext,Artificial Intelligence,37.93,878.43,48223.93,20.33,434.24,10,1.81
CloudX,E-Commerce,34.77,234.97,19205.66,26.82,460.16,6,17.92
AI Ventures,FinTech,1.68,877.16,49620.38,-1.14,331.85,5,14.77
CloudX,Artificial Intelligence,14.79,195.01,43090.49,-3.26,212.3,5,1.86
QuantumLeap,FinTech,33.55,1150.11,18585.74,28.13,413.41,1,10.86
CloudX,FinTech,4.81,229.02,35408.44,-9.52,457.06,7,7.03
EcomNext,E-Commerce,4.64,94.32,35564.28,2.14,28.01,9,4.77
TechCorp,E-Commerce,2.01,142.14,25310.08,14.83,411.77,6,1.68
TechCorp,Artificial Intelligence,22.23,1360.65,29302.17,23.02,232.98,1,14.72
CloudX,Artificial Intelligence,25.72,174.33,10762.13,28.5,193.73,4,15.96
TechCorp,Artificial Intelligence,35.93,52.35,40470.18,13.28,118.74,4,18.44
CloudX,FinTech,25.62,1013.64,20150.16,-9.97,146.4,7,6.83
QuantumLeap,Artificial Intelligence,38.81,1165.3,7664.71,-2.77,460.21,10,15.53
QuantumLeap,Artificial Intelligence,12.12,921.68,19671.2,21.07,354.54,0,16.4
AI Ventures,Cybersecurity,35.22,632.28,24105.65,5.62,395.28,2,10.57
EcomNext,Cloud Computing,33.68,270.44,42462.05,29.81,16.2,5,17.47
EcomNext,Cybersecurity,20.95,806.34,40724.44,26.34,177.0,3,9.72
EcomNext,FinTech,23.16,99.03,29004.57,8.51,256.91,5,2.6
AI Ventures,Cybersecurity,26.97,497.59,36565.43,29.99,9.31,2,5.51
InnoSoft,FinTech,26.45,67.13,4222.86,24.27,471.44,4,12.0
EcomNext,E-Commerce,3.64,995.76,39226.9,13.65,402.09,0,3.29
AI Ventures,Cybersecurity,14.95,951.3,44522.39,15.59,463.39,9,17.97
TechCorp,Cybersecurity,35.62,50.36,47191.56,19.5,484.41,9,11.31
TechCorp,FinTech,34.83,1444.92,7658.88,-1.68,244.27,1,15.17
EcomNext,Cloud Computing,36.02,522.23,49080.1,14.68,134.69,4,11.7
AI Ventures,E-Commerce,17.46,200.95,10443.07,25.27,416.24,3,8.4
AI Ventures,E-Commerce,15.79,340.31,25776.89,8.9,415.4,1,1.97
TechCorp,FinTech,29.83,206.32,1947.66,0.19,215.67,6,11.65
CloudX,Artificial Intelligence,37.55,60.36,30251.55,-7.67,152.18,7,14.42
EcomNext,Artificial Intelligence,36.33,65.91,2220.32,3.67,426.79,1,12.15
EcomNext,E-Commerce,38.86,884.47,45903.6,-9.18,160.41,8,10.26
TechCorp,FinTech,6.22,1414.21,11344.16,11.28,408.92,10,16.42
AI Ventures,E-Commerce,3.46,818.91,32948.12,-4.59,22.72,9,11.42
CloudX,FinTech,39.72,511.45,7785.02,6.16,79.73,7,8.8
QuantumLeap,Artificial Intelligence,4.83,922.9,30876.07,22.95,180.95,9,10.67
QuantumLeap,FinTech,37.13,901.33,33200.89,3.68,233.95,10,9.29
TechCorp,Cybersecurity,34.54,1391.65,29398.92,1.11,324.13,4,12.57
TechCorp,Cybersecurity,35.1,823.23,41036.23,-5.12,41.63,7,1.06
QuantumLeap,E-Commerce,26.13,1157.18,41899.97,27.86,310.16,1,15.68
QuantumLeap,E-Commerce,4.47,1173.35,5204.89,-8.45,351.34,7,1.3
EcomNext,Cloud Computing,28.56,1486.1,37851.69,-1.86,110.69,10,10.26
InnoSoft,Cloud Computing,8.87,1383.22,42303.46,25.08,168.51,2,6.0
CloudX,FinTech,26.24,785.63,23171.41,10.89,101.79,10,1.6
QuantumLeap,Artificial Intelligence,26.07,970.16,14246.4,27.6,423.2,2,7.07
InnoSoft,Cybersecurity,21.1,940.22,29265.57,23.08,139.45,1,6.02
EcomNext,E-Commerce,23.73,777.89,15409.88,19.46,162.34,6,14.83
QuantumLeap,E-Commerce,27.67,1470.96,1766.48,15.72,260.3,2,4.44
QuantumLeap,FinTech,36.05,1155.08,27095.15,7.38,215.97,1,5.03
EcomNext,E-Commerce,12.93,1351.84,2869.41,28.05,121.9,7,11.86
TechCorp,E-Commerce,19.14,499.65,21742.14,25.26,468.79,10,15.49
QuantumLeap,E-Commerce,3.65,1370.0,24096.45,17.09,306.93,3,6.89
TechCorp,E-Commerce,4.31,208.71,17658.12,-1.26,1.48,8,11.12
TechCorp,E-Commerce,35.32,903.97,45760.28,9.38,181.03,4,9.35
QuantumLeap,Cloud Computing,31.25,399.83,19018.42,28.98,102.2,2,8.71
TechCorp,FinTech,5.81,1150.25,36091.47,6.69,144.57,7,4.01
CloudX,E-Commerce,27.41,467.33,19386.17,10.01,484.02,7,18.76
InnoSoft,Cybersecurity,27.84,981.89,28390.71,-1.92,16.29,5,10.53
QuantumLeap,Cloud Computing,5.14,527.52,31228.71,25.93,386.27,6,18.38
CloudX,FinTech,38.05,1024.23,1970.52,-0.07,213.77,9,9.51
InnoSoft,Artificial Intelligence,11.36,1444.48,30389.33,20.29,214.06,3,9.5
QuantumLeap,E-Commerce,1.09,1275.82,46488.34,-9.63,323.84,2,14.59
EcomNext,FinTech,15.09,1226.03,14880.45,27.04,24.55,8,19.92
CloudX,Artificial Intelligence,14.9,1440.1,43008.13,-5.44,11.88,2,18.52
TechCorp,Artificial Intelligence,17.28,161.91,38539.25,23.27,344.27,4,11.26
InnoSoft,Cloud Computing,35.03,808.26,23975.03,-2.55,41.42,3,16.14
AI Ventures,E-Commerce,18.51,683.33,22623.41,-3.37,337.79,0,13.24
EcomNext,Cybersecurity,7.19,1435.45,41468.86,2.29,108.14,0,10.02
TechCorp,FinTech,8.97,1037.15,5923.06,29.32,385.96,6,9.65
TechCorp,E-Commerce,25.09,1476.74,12806.38,10.37,443.36,8,16.3
QuantumLeap,FinTech,26.15,775.84,12757.58,-0.09,95.57,4,4.62
AI Ventures,E-Commerce,23.33,926.42,27560.72,4.0,247.57,4,1.54
InnoSoft,Cloud Computing,28.12,900.49,48592.2,-3.67,201.68,8,13.53
AI Ventures,Artificial Intelligence,17.59,1421.03,41371.97,16.57,494.33,2,8.59
CloudX,Cybersecurity,36.34,662.79,6926.27,16.97,232.8,2,11.45
EcomNext,FinTech,4.17,1486.63,20801.58,-2.32,404.38,5,15.01
AI Ventures,Cybersecurity,28.53,552.58,32008.58,4.9,327.78,3,14.86
CloudX,E-Commerce,5.94,619.36,11201.27,5.98,281.68,6,16.47
EcomNext,E-Commerce,2.42,214.59,15126.36,21.11,118.41,2,3.41
QuantumLeap,E-Commerce,21.96,1189.13,28081.49,5.49,281.51,8,9.23
TechCorp,Artificial Intelligence,38.2,442.13,3803.5,5.35,238.72,1,9.04
InnoSoft,E-Commerce,35.83,509.38,15018.39,23.3,103.97,10,19.38
QuantumLeap,Cybersecurity,15.33,590.83,18563.66,21.73,106.96,0,8.23
CloudX,E-Commerce,30.76,1296.73,40022.23,-7.94,239.67,8,8.07
TechCorp,Cloud Computing,18.95,1155.13,3351.39,26.01,177.56,8,1.54
CloudX,FinTech,31.92,350.52,21140.77,13.72,376.07,1,6.72
CloudX,E-Commerce,6.58,627.0,46872.69,-9.33,174.99,5,15.85
InnoSoft,E-Commerce,14.69,906.19,9149.29,21.88,438.66,10,4.44
CloudX,Cloud Computing,38.59,253.16,27764.2,28.82,445.85,0,3.49
AI Ventures,Cybersecurity,31.03,613.88,3419.91,5.79,145.34,2,5.13
InnoSoft,FinTech,36.4,590.73,28470.76,-6.29,417.4,1,14.05
TechCorp,E-Commerce,22.9,896.53,8110.81,25.02,418.44,2,16.33
InnoSoft,E-Commerce,23.99,108.76,26263.11,13.89,269.07,5,5.58
EcomNext,Cloud Computing,38.28,360.88,43928.58,12.57,28.48,8,4.87
AI Ventures,FinTech,4.36,1191.3,36391.37,2.41,148.09,4,4.13
InnoSoft,Cloud Computing,2.23,1022.1,15995.93,16.64,320.75,0,3.17
QuantumLeap,E-Commerce,14.33,889.82,33208.32,8.72,137.15,9,12.27
InnoSoft,E-Commerce,37.36,801.79,24605.62,29.1,204.86,5,16.13
TechCorp,Artificial Intelligence,30.64,260.85,16602.87,25.78,118.65,0,16.95
AI Ventures,Artificial Intelligence,37.71,1282.83,20000.01,-9.93,371.69,8,4.59
InnoSoft,E-Commerce,33.45,1223.68,21358.14,1.38,172.9,3,7.58
EcomNext,E-Commerce,22.31,163.84,11625.99,3.73,106.09,6,15.86
InnoSoft,E-Commerce,17.36,279.37,15454.78,-1.86,323.02,4,17.92
CloudX,FinTech,9.99,1137.16,13487.29,28.8,224.21,3,14.15
AI Ventures,FinTech,15.14,63.53,49498.64,0.88,267.67,5,16.0
TechCorp,FinTech,24.14,554.57,7157.54,29.23,15.6,1,8.5
QuantumLeap,E-Commerce,9.21,690.91,10879.03,10.64,293.88,6,1.86
CloudX,FinTech,7.89,1460.21,42938.18,-8.6,168.89,2,8.56
CloudX,E-Commerce,18.14,931.3,12111.58,-4.97,137.06,0,17.83
AI Ventures,Cloud Computing,28.74,1265.34,5138.9,-2.06,230.68,0,14.6
CloudX,E-Commerce,29.28,1323.54,15687.96,23.77,59.03,7,11.06
EcomNext,Cloud Computing,33.47,681.83,17484.37,8.05,350.84,6,2.5
InnoSoft,Artificial Intelligence,4.07,800.14,35969.64,11.29,45.88,4,1.05
CloudX,Cloud Computing,28.61,560.21,37637.5,-5.74,318.54,4,4.8
EcomNext,FinTech,19.06,579.16,20596.05,22.38,39.33,5,5.05
InnoSoft,E-Commerce,10.71,913.23,9044.98,4.6,379.6,8,14.68
AI Ventures,E-Commerce,7.34,753.58,21233.03,-2.49,368.09,5,10.93
CloudX,E-Commerce,31.52,239.32,31087.22,-8.46,498.55,7,15.5
CloudX,Artificial Intelligence,39.91,907.46,37067.52,23.23,489.11,8,4.19
TechCorp,Cloud Computing,37.33,324.79,47936.57,5.01,236.49,3,5.88
TechCorp,FinTech,31.7,443.59,11440.88,26.53,181.33,3,10.03
AI Ventures,Cybersecurity,13.03,416.51,28445.86,29.51,256.53,7,6.28
CloudX,Cloud Computing,20.87,525.35,40778.24,13.49,435.54,2,4.84
AI Ventures,E-Commerce,9.24,1002.99,20018.9,14.45,112.93,2,10.26
EcomNext,Cloud Computing,18.85,105.69,8613.79,23.72,211.62,7,2.02
TechCorp,E-Commerce,5.18,532.17,6944.38,1.73,44.58,5,13.38
CloudX,E-Commerce,35.08,1006.42,47493.4,-0.2,447.06,1,14.22
QuantumLeap,E-Commerce,22.79,1218.16,28393.1,5.6,184.09,3,4.31
InnoSoft,E-Commerce,25.8,683.95,3093.18,22.07,466.92,3,18.02
QuantumLeap,Cybersecurity,22.25,670.08,3251.59,-7.12,438.04,8,16.57
CloudX,Cloud Computing,11.49,328.72,14780.38,9.24,127.57,4,3.62
TechCorp,Artificial Intelligence,20.94,246.96,14560.05,16.97,241.66,6,5.86
CloudX,E-Commerce,39.98,1041.3,3374.61,-8.48,146.1,3,19.06
CloudX,Artificial Intelligence,1.94,222.88,33288.48,2.41,85.3,9,4.43
CloudX,FinTech,1.75,519.09,26461.81,16.68,317.37,0,7.09
EcomNext,Artificial Intelligence,32.25,729.29,34687.0,2.75,462.98,3,11.71
CloudX,Artificial Intelligence,20.52,1050.21,46125.59,9.87,86.88,9,17.36
AI Ventures,E-Commerce,27.69,443.92,26740.62,23.58,88.51,2,4.34
AI Ventures,E-Commerce,14.23,882.82,12601.33,27.94,197.72,7,17.1
CloudX,E-Commerce,39.54,262.86,5625.15,-0.07,449.81,5,1.18
AI Ventures,Cloud Computing,39.98,712.47,32111.29,29.14,422.7,1,4.93
QuantumLeap,FinTech,5.91,1183.96,8871.77,24.92,161.55,1,9.39
TechCorp,Artificial Intelligence,19.36,762.95,21604.54,18.48,441.49,4,12.53
QuantumLeap,E-Commerce,3.5,665.14,37764.72,-0.66,64.95,3,5.37
CloudX,Cloud Computing,26.82,1397.92,21381.53,10.54,382.86,3,14.91
CloudX,FinTech,2.75,227.16,3287.94,14.11,369.48,3,18.99
InnoSoft,E-Commerce,13.83,844.19,14619.62,21.38,54.23,6,13.51
AI Ventures,E-Commerce,13.52,122.07,15970.32,16.14,93.6,5,7.72
AI Ventures,FinTech,16.51,202.34,2251.37,-6.12,192.87,6,17.27
QuantumLeap,Cloud Computing,32.75,694.29,22063.64,-1.24,163.96,10,13.38
AI Ventures,Artificial Intelligence,37.57,1130.8,37997.19,-8.14,446.65,0,11.22
CloudX,FinTech,15.06,1125.37,6353.58,11.91,74.58,8,19.95
QuantumLeap,FinTech,14.33,105.45,22325.32,11.8,238.15,10,4.25
TechCorp,FinTech,17.22,192.02,39672.16,-0.13,402.64,8,16.82
QuantumLeap,E-Commerce,19.82,208.47,8722.84,-5.49,463.16,2,9.57
CloudX,Cloud Computing,25.07,186.34,10824.45,-2.97,145.19,7,12.52
AI Ventures,Cybersecurity,2.41,1200.9,38834.2,8.33,98.29,2,10.93
InnoSoft,E-Commerce,10.24,296.98,42851.23,24.23,429.72,8,16.41
EcomNext,FinTech,35.75,744.51,16503.36,13.71,10.98,1,14.19
QuantumLeap,FinTech,18.2,943.05,15385.8,-1.68,230.96,2,4.54
CloudX,E-Commerce,28.3,545.72,27677.3,24.8,420.78,7,19.39
EcomNext,Cloud Computing,20.29,1053.91,36203.85,21.42,158.27,10,11.71
TechCorp,Artificial Intelligence,13.82,525.84,46313.78,-8.28,250.02,4,13.82
CloudX,FinTech,32.77,241.69,29153.08,23.4,179.63,1,10.05
